code,name,manufacturer,itemType,ean,defaultCategory,categoryText,categoryText2,price,standardPrice,purchasePrice,currency,percentVat,maxDiscount,applyDiscountCoupon,applyLoyaltyDiscount,applyQuantityDiscount,applyVolumeDiscount,relativeMargin,absoluteMargin,variant_Sila_vrecusok_v_boxe_,stock,availabilityOutOfStock,availabilityInStock,productVisibility
IZ87,IZY CLICK STRAWBERRY ICE PODS 0mg,IZY VAPE,product,8588009878988,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
IZ88,IZY CLICK GRAPE ICE PODS 0mg,IZY VAPE,product,8588009878995,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
IZ89,IZY CLICK MANGO ICE PODS 0mg,IZY VAPE,product,8588009878902,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
IZ90,IZY CLICK PEACH PODS 0mg,IZY VAPE,product,,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ91,IZY CLICK MIX BERRY PODS 0mg,IZY VAPE,product,8588009878926,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
IZ92,IZY CLICK CLASSIC TOBACCO PODS 0mg,IZY VAPE,product,8588009879749,E-cigarety,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
IZ93,IZY CLICK RICH TOBACCO PODS 0mg,IZY VAPE,product,8588009879732,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,hidden
IZ94,IZY CLICK CAPPUCCINO PODS 0mg,IZY VAPE,product,8588009878964,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
IZ95,IZY CLICK MINT PODS 0mg,IZY VAPE,product,8588009878933,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,7,Vypredane,Skladom,visible
IZ96,IZY CLICK CAPPUCCINO PODS 20mg,IZY VAPE,product,8588009878728,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
IZ97,IZY CLICK WATERMELON ICE PODS 20mg,IZY VAPE,product,8588009878674,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,5,Vypredane,Skladom,hidden
IZ98,IZY CLICK STRAWBERRY ICE PODS 20mg,IZY VAPE,product,8588009878766,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,7,Vypredane,Skladom,visible
IZ99,IZY CLICK GRAPE ICE PODS 20mg,IZY VAPE,product,8588009878773,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
IZ100,IZY CLICK MANGO ICE PODS 20mg,IZY VAPE,product,8588009878667,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
IZ101,IZY CLICK CLASSIC TOBACCO PODS 20mg,IZY VAPE,product,8588009878759,E-cigarety,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
IZ102,IZY CLICK MIX BERRY PODS 20mg,IZY VAPE,product,8588009878681,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
IZ103,IZY CLICK PEACH PODS 20mg,IZY VAPE,product,8588009878711,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
IZ104,IZY CLICK MINT PODS 20mg,IZY VAPE,product,8588009878698,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
IZ105,IZY CLICK RICH TOBACCO PODS 20mg,IZY VAPE,product,,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
IZ106,IZY VAPE ONE+ KIWI PASSION FRUIT GUAVA 20mg,IZY VAPE,product,8588010058898,E-cigarety,E-cigarety > IZY VAPE > IZY ONE + > 18 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
IZ107,IZY VAPE ONE+ RICH TOBACCO 18mg,IZY VAPE,product,8588010058874,E-cigarety,E-cigarety > IZY VAPE > IZY ONE + > 18 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
IZ108,IZY VAPE ONE+ SOUR APPLE 18mg,IZY VAPE,product,8588010058591,E-cigarety,E-cigarety > IZY VAPE > IZY ONE + > 18 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
IZ109,IZY VAPE ONE+ BLUEBERRY SOUR RASPBERRY 18mg,IZY VAPE,product,8588010058812,E-cigarety,E-cigarety > IZY VAPE > IZY ONE + > 18 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
IZ110,IZY VAPE ONE+ CAPPUCCINO 18mg,IZY VAPE,product,8588010058935,E-cigarety,E-cigarety > IZY VAPE > IZY ONE + > 18 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
IZ111,IZY VAPE ONE+ GRAPE ICE 18mg,IZY VAPE,product,8588009231820,E-cigarety,E-cigarety > IZY VAPE > IZY ONE + > 18 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ112,IZY VAPE ONE+ MANGO ICE 18mg,IZY VAPE,product,8588010058737,E-cigarety,E-cigarety > IZY VAPE > IZY ONE + > 18 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
VK5,VIKA ELDERFLOWER SPIRITZ,Vika,product,7350120031136,Nikotinove vrecuska > VIKA,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > VIKA,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,4,Vypredane,Skladom,visible
VK6,VIKA BLUEBERRY COSMO,Vika,product,7350120031105,Nikotinove vrecuska > VIKA,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > VIKA,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,12,Vypredane,Skladom,visible
VK7,VIKA BLACK CHERRY,Vika,product,7350120031075,Nikotinove vrecuska > VIKA,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > VIKA,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,4,Vypredane,Skladom,visible
VK8,VIKA FRESH PEPPERMINT,Vika,product,7350120031167,Nikotinove vrecuska > VIKA,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > VIKA,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
IZ113,IZY VAPE ONE+ PEACH ICE 18mg,IZY VAPE,product,8588010058690,E-cigarety,E-cigarety > IZY VAPE > IZY ONE + > 18 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
IZ114,IZY VAPE ONE+ PINEAPPLE ICE 18mg,IZY VAPE,product,8588010058713,E-cigarety,E-cigarety > IZY VAPE > IZY ONE + > 18 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
IZ115,IZY VAPE ONE+ STRAWBERRY ICE 18mg,IZY VAPE,product,8588010058553,E-cigarety,E-cigarety > IZY VAPE > IZY ONE + > 18 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
IZ116,IZY VAPE ONE+ WATERMELON ICE 18mg,IZY VAPE,product,8588010058652,E-cigarety,E-cigarety > IZY VAPE > IZY ONE + > 18 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
IZ117,IZY VAPE ONE+ BERRY MIX 18mg,IZY VAPE,product,8588010058539,E-cigarety,E-cigarety > IZY VAPE > IZY ONE + > 18 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,3,Vypredane,Skladom,visible
IZ118,IZY VAPE ONE+ MINT 18mg,IZY VAPE,product,8588010058775,E-cigarety,E-cigarety > IZY VAPE > IZY ONE + > 18 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
IZ119,IZY VAPE ONE+ BUBBLEGUM 18mg,IZY VAPE,product,8588010058812,E-cigarety,E-cigarety > IZY VAPE > IZY ONE + > 18 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,4,Vypredane,Skladom,visible
IZ120,IZY VAPE ONE+ CLASSIC TOBACCO 18mg,IZY VAPE,product,8588010058850,E-cigarety,E-cigarety > IZY VAPE > IZY ONE + > 18 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
VK9,VIKA BLUEBERRY COSMO MINI,Vika,product,7350120030986,Nikotinove vrecuska > VIKA,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > VIKA,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
VK10,VIKA ELDERFLOWER SPIRITZ MINI,Vika,product,7350120030955,Nikotinove vrecuska > VIKA,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > VIKA,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
VK11,VIKA ICE COOL MINT MINI,Vika,product,7350120030924,Nikotinove vrecuska > VIKA,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > VIKA,4.2,4.2,***,EUR,23,,0,1,1,1,***,***,,8,Vypredane,Skladom,visible
VK12,VIKA KICK CANDY TOBACCO,Vika,product,7350120030474,NONIC,NONIC > Vika Kick,,4.99,4.99,***,EUR,23,,1,1,1,1,***,***,,7,Vypredane,Skladom,visible
VK13,VIKA KICK MENTHOL ICE,Vika,product,7350120030443,NONIC,NONIC > Vika Kick,,4.99,4.99,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
VK14,VIKA KICK COLA,Vika,product,7350120030382,NONIC,NONIC > Vika Kick,,4.99,4.99,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VK15,VIKA KICK TROPIC ICE,Vika,product,7350120030412,NONIC,NONIC > Vika Kick,,4.99,4.99,***,EUR,23,,1,1,1,1,***,***,,4,Vypredane,Skladom,visible
BZ01,BEZSEN COLA,BEZSEN,product,4745091751641,Energy vrecuska,Energy vrecuska > Bezsen,,6.0,5.0,***,EUR,23,,1,1,1,1,***,***,,34,Vypredane,Skladom,visible
BZ02,BEZSEN EUKALYPTUS,BEZSEN,product,4745091751641,Energy vrecuska,Energy vrecuska > Bezsen,,6.0,5.0,***,EUR,23,,1,1,1,1,***,***,,38,Vypredane,Skladom,visible
BZ03,BEZSEN MANGO,BEZSEN,product,4745091751641,Energy vrecuska,Energy vrecuska > Bezsen,,6.0,5.0,***,EUR,23,,1,1,1,1,***,***,,38,Vypredane,Skladom,visible
,,,,,,,,,,***,,,,,,,,***,***,,,,,
,,,,,,,,,,***,,,,,,,,***,***,,,,,
